course_code,subject,term_value,term_text,scrape_timestamp,enrollment,capacity,seats_open,course_title,distribution_area,status
SPI 391,SPI,1244,23-24 Spr,2025-08-01T17:23:32.963552,21.0,23.0,2.0,Problems of ConstitutionalPower,SA,
SPI 393,SPI,1244,23-24 Spr,2025-08-01T17:23:32.963614,21.0,20.0,-1.0,Health Reform in the US: The Affordable Care Act andBeyond,SA,Closed
SPI 402,SPI,1244,23-24 Spr,2025-08-01T17:23:32.963676,0.0,10.0,10.0,PolicySeminars,,
SPI 402,SPI,1244,23-24 Spr,2025-08-01T17:23:32.963737,0.0,10.0,10.0,PolicySeminars,,
SPI 402,SPI,1244,23-24 Spr,2025-08-01T17:23:32.963798,1.0,10.0,9.0,PolicySeminars,,
SPI 402,SPI,1244,23-24 Spr,2025-08-01T17:23:32.963858,0.0,10.0,10.0,PolicySeminars,,
SPI 402,SPI,1244,23-24 Spr,2025-08-01T17:23:32.963918,2.0,10.0,8.0,PolicySeminars,,
SPI 402,SPI,1244,23-24 Spr,2025-08-01T17:23:32.963980,1.0,10.0,9.0,PolicySeminars,,
SPI 402,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964040,0.0,10.0,10.0,PolicySeminars,,
SPI 404,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964104,11.0,10.0,-1.0,Policy ResearchSeminar,SA,Closed
SPI 404,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964166,0.0,0.0,0.0,Policy ResearchSeminar,SA,Canceled
SPI 404,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964227,9.0,10.0,1.0,Policy ResearchSeminar,SA,
SPI 404,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964288,10.0,10.0,0.0,Policy ResearchSeminar,SA,Closed
SPI 404,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964350,10.0,10.0,0.0,Policy ResearchSeminar,SA,Closed
SPI 404,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964412,9.0,10.0,1.0,Policy ResearchSeminar,SA,
SPI 404,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964473,8.0,10.0,2.0,Policy ResearchSeminar,SA,
SPI 421,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964533,9.0,30.0,21.0,Comparative ConstitutionalLaw,SA,
SPI 483,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964592,11.0,14.0,3.0,PolicyImplementation,SA,
SPI 484,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964651,14.0,30.0,16.0,LegalEurope,EM or SA,
SPI 485,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964711,6.0,15.0,9.0,"Climate Change, Floodplains, and AdaptationDesign",,
SPI 486,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964769,7.0,15.0,8.0,The New Jersey Constitution: A Case Study of a Modern State Charter in Design and inAction,SA,
SPI 488,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964827,9.0,13.0,4.0,In Search of An Alternative U.S. ForeignPolicy,SA,
SPI 492,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964886,12.0,15.0,3.0,Down the Rabbit Hole: Combating Far-Right Radicalization and Disinformation on U.S. SocialPlatforms,SA,
SPI 496,SPI,1244,23-24 Spr,2025-08-01T17:23:32.964946,11.0,15.0,4.0,Democracy in Peril: We Will Miss It When It'sGone,SA,
SPI 497,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965004,15.0,13.0,-2.0,"War & Peace in the Middle East: The Role of Competing Narratives, Biases, andMisperceptions",SA,Closed
SPI 499,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965064,12.0,12.0,0.0,Making anExoneree,,Closed
SPI 502,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965126,71.0,75.0,4.0,Psychology for Policy Analysis andImplementation,,
SPI 503,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965185,0.0,0.0,0.0,Management of Non-ProfitOrganizations,,Canceled
SPI 505,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965242,21.0,15.0,-6.0,Financial Management in the Corporate and PublicSectors,,Closed
SPI 506,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965301,0.0,0.0,0.0,The Sociology ofOrganizations,,Canceled
SPI 508A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965368,47.0,50.0,3.0,Econometrics for Policymakers: Applications(Half-Term),,
SPI 508B,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965427,10.0,15.0,5.0,Econometrics for Policymakers(Half-Term),,
SPI 508C,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965487,26.0,45.0,19.0,Econometrics for Policymakers(Advanced),,
SPI 512B,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965545,51.0,52.0,1.0,Macroeconomic Analysis forPolicymakers,,
SPI 512C,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965603,20.0,40.0,20.0,Macroeconomic Analysis for Policymakers(Advanced),,
SPI 515B,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965661,0.0,0.0,0.0,Program and PolicyEvaluation,,Canceled
SPI 524,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965717,20.0,35.0,15.0,The Political Economy of CentralBanking,,
SPI 525,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965774,15.0,16.0,1.0,Public Economics and PublicPolicy,,
SPI 527A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965832,9.0,16.0,7.0,Topics in Domestic Policy: Implementing Urban EconomicDevelopment,,
SPI 528A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965891,7.0,16.0,9.0,"Topics in Domestic Policy: Leadership, Management &Decisionmaking",,
SPI 528G,SPI,1244,23-24 Spr,2025-08-01T17:23:32.965949,5.0,15.0,10.0,"Topics in Domestic Policy: Policing, Militarization, andPolicy",,
SPI 530,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966008,14.0,15.0,1.0,Values BasedLeadership,,
SPI 531,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966066,14.0,20.0,6.0,"Identity, Power, andPolicy",,
SPI 539,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966124,8.0,15.0,7.0,Urban Politics andPolicymaking,,
SPI 540,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966181,14.0,16.0,2.0,Urbanization andDevelopment,,
SPI 548,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966240,16.0,16.0,0.0,Weapons of Mass Destruction and InternationalSecurity,,Closed
SPI 555B,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966298,7.0,15.0,8.0,Topics in IR: Theory and Practice of Terrorism and CombattingTerrorism,,
SPI 555C,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966356,18.0,16.0,-2.0,Topics in IR: InternationalStrategy,,Closed
SPI 555E,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966413,0.0,0.0,0.0,Topics in IR: Designing a Framework for Afghanistan'sFuture,,Canceled
SPI 556A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966479,7.0,15.0,8.0,Topics in IR: Politics and Political Economy of LatinAmerica,,
SPI 559,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966537,13.0,15.0,2.0,The Rule ofLaw,,
SPI 565,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966599,9.0,15.0,6.0,Social Determinants ofHealth,,
SPI 566A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966657,11.0,14.0,3.0,Topics in Health: Global HealthChallenges,,
SPI 572B,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966714,6.0,15.0,9.0,"Topics in Development: Citizenship, Borders andIn/Exclusion",,
SPI 574,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966771,15.0,16.0,1.0,Making GovernmentWork,,
SPI 582A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966828,20.0,24.0,4.0,Topics in Economics: Evidence-Based PolicyMaking,,
SPI 582B,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966885,11.0,17.0,6.0,Topics in Economics: The Economics of Climate ChangePolicy,,
SPI 582C,SPI,1244,23-24 Spr,2025-08-01T17:23:32.966943,20.0,24.0,4.0,"Topics in Economics: Growth, International Finance &Crises",,
SPI 582F,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967000,22.0,22.0,0.0,Topics in Economics: Understanding Macro & FinancialPolicy,,Closed
SPI 585A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967057,13.0,16.0,3.0,"Topics in STEP: Societal Impacts of Data, Algorithms andAI",,Closed
SPI 586A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967115,15.0,14.0,-1.0,Topics in STEP: Machine Learning for PolicyAnalysis,,Closed
SPI 586D,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967173,16.0,20.0,4.0,Topics in STEP: Global EnvironmentalGovernance,,
SPI 586E,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967231,4.0,16.0,12.0,Topics in STEP: Natural Hazards and DisasterPolicy,,
SPI 590C,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967288,9.0,10.0,1.0,Sociological Studies of Inequality(Half-Term),,
SPI 590D,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967349,0.0,0.0,0.0,Psychological Studies of Inequality(Half-Term),,Canceled
SPI 593B,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967407,7.0,15.0,8.0,Topics in Policy Analysis (Half-Term): Evolution and Global Diffusion of MacroeconomicIdeas,,
SPI 593F,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967464,24.0,20.0,-4.0,Topics in Policy Analysis (Half-Term): The FederalBudget,,Closed
SPI 593H,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967522,7.0,15.0,8.0,Topics in Policy Analysis (Half-Term): Policymaking in DiverseSocieties,,
SPI 593O,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967580,12.0,15.0,3.0,Topics in Policy Analysis (Half-Term): AffordableHousing,,Closed
SPI 593Q,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967637,6.0,15.0,9.0,Topics in Policy Analysis (Half-Term): Bureaucracy in the DevelopingWorld,,
SPI 593S,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967696,20.0,15.0,-5.0,"Topics in Policy Analysis (Half-Term): Democracy, Distrust andLeadership",,Closed
SPI 593Z,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967753,5.0,15.0,10.0,Topics in Policy Analysis (Half-Term): New Authoritarianism and the Challenge toDemocracy,,
SPI 594A,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967810,3.0,15.0,12.0,Topics in Policy Analysis (Half-Term): BehavioralEconomics,,
SPI 594B,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967868,6.0,16.0,10.0,Topics in Policy Analysis (Half-Term): InternationalJustice,,
SPI 594C,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967925,16.0,16.0,0.0,Topics in Policy Analysis (Half-Term): Reproductive Justice and PublicPolicy,,Closed
SPI 594D,SPI,1244,23-24 Spr,2025-08-01T17:23:32.967983,14.0,16.0,2.0,Topics in Policy Analysis (Half-Term): Challenges in State and Local HealthPolicy,,
SPI 594E,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968041,28.0,30.0,2.0,Topics in Policy Analysis (Half-Term):Negotiation,,Closed
SPI 594G,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968098,6.0,16.0,10.0,Topics in Policy Analysis (Half-Term): Green IndustrialPolicy,,
SPI 594H,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968157,16.0,16.0,0.0,Topics in Policy Analysis (Half-Term): Crisis Management andLeadership,,Closed
SPI 594I,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968214,5.0,15.0,10.0,Topics in Policy Analysis (Half-Term): Racial Democracy inAmerica,,
SPI 594J,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968272,0.0,0.0,0.0,"Topics in Policy Analysis (Half-Term): Impact Evaluation: The What, When andHow",,Canceled
SPI 594K,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968327,7.0,15.0,8.0,Topics in Policy Analysis (Half Term): Civil MilitaryRelations,,
SPI 594L,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968389,11.0,15.0,4.0,Topics in Policy Analysis (Half-Term): Toward StakeholderCapitalism,,
SPI 594N,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968446,0.0,0.0,0.0,Topics in Policy Analysis (Half-Term): The Economics ofEducation,,Canceled
SPI 594P,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968501,0.0,0.0,0.0,Topics in Policy Analysis (Half-Term): Corruption PreventionStrategies,,Canceled
SPI 594Q,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968555,4.0,16.0,12.0,Topics in Policy Analysis (Half-Term): Defining and Claiming WorkersRights,,
SPI 594R,SPI,1244,23-24 Spr,2025-08-01T17:23:32.968614,5.0,18.0,13.0,Topics in Policy Analysis (Half-Term): Behavioral Science in EnvironmentalPolicy,,
SPI 594S,SPI,1244,23-24 Spr,2025-08-01T17:23:56.959219,13.0,15.0,2.0,"Topics in Policy Analysis (Half-Term): Climate Change: Science, Policy andMitigation",,
SPI 594U,SPI,1244,23-24 Spr,2025-08-01T17:23:56.959303,11.0,14.0,3.0,Topics in Policy Analysis (Half-Term): Data Privacy in the US and Europe: A ComparativePerspective,,
SPI 594V,SPI,1244,23-24 Spr,2025-08-01T17:23:56.959366,5.0,15.0,10.0,"Topics in Policy Analysis (Half-Term): Vaccination: Epidemic Dynamics, Policy and VaccineHesitancy",,
SPI 594W,SPI,1244,23-24 Spr,2025-08-01T17:23:56.959422,6.0,15.0,9.0,"Topics in Policy Analysis (Half-Term): Energy, Environment &Development",,
SPI 594Y,SPI,1244,23-24 Spr,2025-08-01T17:23:56.959483,5.0,15.0,10.0,Topics in Policy Analysis (Half-Term): Climate and Health: Risks andOpportunities,,
SPI 595B,SPI,1244,23-24 Spr,2025-08-01T17:23:56.959543,11.0,15.0,4.0,PhD Seminar: Qualitative ResearchDesign,,
SPI 598,SPI,1244,23-24 Spr,2025-08-01T17:23:56.959600,5.0,15.0,10.0,Epidemiology,,
SPI 599,SPI,1244,23-24 Spr,2025-08-01T17:23:56.959653,9.0,10.0,1.0,Extramural Public PolicyFellowship,,Closed
STC 209A,STC,1244,23-24 Spr,2025-08-01T17:23:56.959707,4.0,18.0,14.0,Transformations in Engineering and theArts,LA,
STC 209B,STC,1244,23-24 Spr,2025-08-01T17:23:56.959794,15.0,18.0,3.0,Transformations in Engineering and theArts,SEL,
STC 299,STC,1244,23-24 Spr,2025-08-01T17:23:56.959851,14.0,10.0,-4.0,Special Topics in STEM: Making Art fromScience,LA or SEN,Closed
SWA 102,SWA,1244,23-24 Spr,2025-08-01T17:23:56.959911,14.0,18.0,4.0,Elementary SwahiliII,,
SWA 107,SWA,1244,23-24 Spr,2025-08-01T17:23:56.959968,11.0,12.0,1.0,Intermediate SwahiliII,,
THR 101,THR,1244,23-24 Spr,2025-08-01T17:23:56.960023,23.0,24.0,1.0,Introduction to TheaterMaking,LA,Closed
THR 201,THR,1244,23-24 Spr,2025-08-01T17:23:56.960079,9.0,10.0,1.0,Beginning Studies inActing,LA,
THR 203,THR,1244,23-24 Spr,2025-08-01T17:23:56.960139,10.0,12.0,2.0,Black PerformanceTheory,LA,
THR 205,THR,1244,23-24 Spr,2025-08-01T17:23:56.960195,10.0,10.0,0.0,IntroductoryPlaywriting,LA,Closed
THR 233,THR,1244,23-24 Spr,2025-08-01T17:23:56.960251,15.0,12.0,-3.0,Introduction to PhysicalPerformance,LA,Closed
THR 300,THR,1244,23-24 Spr,2025-08-01T17:23:56.960307,6.0,12.0,6.0,"Acting, Being, Doing, and Making: Introduction to PerformanceStudies",LA,Closed
THR 305,THR,1244,23-24 Spr,2025-08-01T17:23:56.960364,5.0,8.0,3.0,Playwriting II: IntermediatePlaywriting,LA,
THR 318,THR,1244,23-24 Spr,2025-08-01T17:23:56.960420,15.0,12.0,-3.0,LightingDesign,LA,Closed
THR 351,THR,1244,23-24 Spr,2025-08-01T17:23:56.960476,4.0,9.0,5.0,The Craft of Teaching - Community Focused Pedagogy for Artists andPerformers,LA,
THR 376,THR,1244,23-24 Spr,2025-08-01T17:23:56.960532,2.0,18.0,16.0,Restaging and Rewriting TheGreeks,LA,
THR 386,THR,1244,23-24 Spr,2025-08-01T17:23:56.960589,7.0,12.0,5.0,Stories for a ChangingPlanet,LA,
THR 402,THR,1244,23-24 Spr,2025-08-01T17:23:56.960644,10.0,12.0,2.0,Theater MakingStudio,LA,
THR 451,THR,1244,23-24 Spr,2025-08-01T17:23:56.960699,5.0,12.0,7.0,Theater Rehearsal andPerformance,LA,
TPP 301,TPP,1244,23-24 Spr,2025-08-01T17:23:56.960754,3.0,15.0,12.0,Seminar on Student Learning and Methods forTeaching,SA,
TPP 403,TPP,1244,23-24 Spr,2025-08-01T17:23:56.960809,7.0,16.0,9.0,Seminar on Instructional Practice andPedagogy,,
TPP 404,TPP,1244,23-24 Spr,2025-08-01T17:23:56.960863,7.0,30.0,23.0,ClinicalPractice,,
TPP 405,TPP,1244,23-24 Spr,2025-08-01T17:23:56.960917,3.0,30.0,27.0,Seminar on Education-Theory andPractice,,
TPP 406,TPP,1244,23-24 Spr,2025-08-01T17:23:56.960973,3.0,30.0,27.0,PracticeTeaching,,
TRA 301,TRA,1244,23-24 Spr,2025-08-01T17:23:56.961024,14.0,30.0,16.0,Introduction to MachineTranslation,,
TRA 400,TRA,1244,23-24 Spr,2025-08-01T17:23:56.961078,13.0,18.0,5.0,"Translation, Migration,Culture",SA,
TUR 102,TUR,1244,23-24 Spr,2025-08-01T17:23:56.961134,3.0,12.0,9.0,Elementary TurkishII,,
TUR 107,TUR,1244,23-24 Spr,2025-08-01T17:23:56.961188,6.0,12.0,6.0,Intermediate TurkishII,,
TUR 306,TUR,1244,23-24 Spr,2025-08-01T17:23:56.961243,3.0,6.0,3.0,Advanced Turkish: Contemporary TurkishMedia,,
TWI 102,TWI,1244,23-24 Spr,2025-08-01T17:23:56.961297,3.0,15.0,12.0,Elementary TwiII,,
TWI 107,TWI,1244,23-24 Spr,2025-08-01T17:23:56.961351,4.0,15.0,11.0,Intermediate TwiII,,
UKR 102,UKR,1244,23-24 Spr,2025-08-01T17:23:56.961405,2.0,12.0,10.0,Beginner's UkrainianII,,
URB 201,URB,1244,23-24 Spr,2025-08-01T17:23:56.961459,55.0,117.0,62.0,Introduction to UrbanStudies,SA,
URB 304,URB,1244,23-24 Spr,2025-08-01T17:23:56.961514,14.0,15.0,1.0,"The Politics of Land: Dispossession, Value, andSpace",SA,
URB 305,URB,1244,23-24 Spr,2025-08-01T17:23:56.961568,9.0,15.0,6.0,"Race, Caste, and Space: Architectural History as PropertyHistory",CD or HA,
URB 384,URB,1244,23-24 Spr,2025-08-01T17:23:56.961623,25.0,25.0,0.0,Affordable Housing in the UnitedStates,HA,Closed
URB 392,URB,1244,23-24 Spr,2025-08-01T17:23:56.961678,14.0,15.0,1.0,"Building African Cities, Past andPresent",CD or HA,
URD 107,URD,1244,23-24 Spr,2025-08-01T17:23:56.961733,10.0,15.0,5.0,Intermediate UrduII,,
VIS 202,VIS,1244,23-24 Spr,2025-08-01T17:23:56.961787,13.0,12.0,-1.0,DrawingI,LA,Closed
VIS 204,VIS,1244,23-24 Spr,2025-08-01T17:23:56.961843,10.0,12.0,2.0,PaintingI,LA,Closed
VIS 208,VIS,1244,23-24 Spr,2025-08-01T17:23:56.961899,13.0,12.0,-1.0,Graphic Design:Link,LA,Closed
VIS 211,VIS,1244,23-24 Spr,2025-08-01T17:23:56.961954,12.0,12.0,0.0,AnalogPhotography,LA,Closed
VIS 213,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962008,16.0,12.0,-4.0,DigitalPhotography,LA,Closed
VIS 217,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962062,11.0,12.0,1.0,Graphic Design:Circulation,LA,Closed
VIS 220,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962117,11.0,10.0,-1.0,DigitalAnimation,LA,Closed
VIS 222,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962172,12.0,12.0,0.0,SculptureI,LA,Closed
VIS 232,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962226,12.0,12.0,0.0,"Collage: Diversions, Contradictions, andAnomalies",LA,Closed
VIS 233,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962281,12.0,12.0,0.0,"Archives Of Justice: Black, Queer, Immigrant StoriesUNSILENCED",LA,Closed
VIS 265,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962336,5.0,10.0,5.0,Narrative FilmmakingI,LA,
VIS 309,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962390,12.0,12.0,0.0,PrintmakingI,LA,Closed
VIS 313,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962446,9.0,12.0,3.0,IntermediatePhotography,LA,
VIS 324,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962508,15.0,12.0,-3.0,The VisibleWild,LA,Closed
VIS 331,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962564,15.0,12.0,-3.0,CeramicSculpture,LA,Closed
VIS 363,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962617,9.0,10.0,1.0,Documentary FilmmakingII,LA,Closed
VIS 404,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962672,11.0,12.0,1.0,PaintingII,LA,Closed
VIS 407,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962726,11.0,12.0,1.0,DrawingII,LA,Closed
VIS 411,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962781,8.0,12.0,4.0,Advanced Questions inPhotography,LA,
VIS 415,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962835,12.0,12.0,0.0,Advanced GraphicDesign,LA,Closed
VIS 419,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962890,6.0,10.0,4.0,Spring FilmSeminar,LA,
VIS 421,VIS,1244,23-24 Spr,2025-08-01T17:23:56.962944,9.0,12.0,3.0,SculptureII,LA,Closed
VIS 423,VIS,1244,23-24 Spr,2025-08-01T17:23:56.963002,13.0,16.0,3.0,"Black: The Chromapolitics of Darkness, Shadow, andLight/Life",LA,
WRI 102,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963056,12.0,12.0,0.0,Over the Edge ofDisaster,,Closed
WRI 103,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963111,12.0,12.0,0.0,Over the Edge ofDisaster,,Closed
WRI 109,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963164,12.0,12.0,0.0,SexualRevolutions,,Closed
WRI 110,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963218,12.0,12.0,0.0,Tale of TwoDemocracies,,Closed
WRI 111,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963272,12.0,12.0,0.0,Tale of TwoDemocracies,,Closed
WRI 112,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963326,12.0,12.0,0.0,"Craft of Authenticity,The",,Closed
WRI 113,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963380,11.0,12.0,1.0,"Craft of Authenticity,The",,
WRI 114,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963434,12.0,12.0,0.0,Badlands,,Closed
WRI 115,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963485,11.0,12.0,1.0,Badlands,,
WRI 116,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963537,12.0,12.0,0.0,SustainableFutures,,Closed
WRI 118,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963591,12.0,12.0,0.0,ImaginingChildhood,,Closed
WRI 121,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963644,12.0,12.0,0.0,"Future of Food,The",,Closed
WRI 123,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963698,11.0,12.0,1.0,Fight thePower,,
WRI 124,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963752,12.0,12.0,0.0,Fight thePower,,Closed
WRI 125,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963806,12.0,12.0,0.0,Unlocking the DoubleHelix,,Closed
WRI 126,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963861,12.0,12.0,0.0,Unlocking the DoubleHelix,,Closed
WRI 129,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963918,11.0,12.0,1.0,DisruptingNature,,
WRI 131,WRI,1244,23-24 Spr,2025-08-01T17:23:56.963972,12.0,12.0,0.0,"Politics of Agency,The",,Closed
WRI 132,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964026,12.0,12.0,0.0,"Politics of Agency,The",,Closed
WRI 133,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964080,12.0,12.0,0.0,EducationalEquities,,Closed
WRI 134,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964133,12.0,12.0,0.0,EducationalEquities,,Closed
WRI 135,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964187,12.0,12.0,0.0,Answering theCall,,Closed
WRI 137,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964241,12.0,12.0,0.0,WeirdWeather,,Closed
WRI 138,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964294,12.0,12.0,0.0,WeirdWeather,,Closed
WRI 141,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964348,12.0,12.0,0.0,SweetTooth,,Closed
WRI 142,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964402,12.0,12.0,0.0,SweetTooth,,Closed
WRI 144,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964455,12.0,12.0,0.0,AmericanDissent,,Closed
WRI 145,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964509,12.0,12.0,0.0,AmericanDissent,,Closed
WRI 146,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964563,12.0,12.0,0.0,Constructing thePast,,Closed
WRI 149,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964617,12.0,12.0,0.0,The Politics ofDisease,,Closed
WRI 150,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964670,12.0,12.0,0.0,The Politics ofDisease,,Closed
WRI 151,WRI,1244,23-24 Spr,2025-08-01T17:23:56.964725,12.0,12.0,0.0,Assigned atBirth,,Closed
WRI 152,WRI,1244,23-24 Spr,2025-08-01T17:24:23.928916,11.0,12.0,1.0,Assigned atBirth,,
WRI 153,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929012,12.0,12.0,0.0,Curiosity,,Closed
WRI 154,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929089,12.0,12.0,0.0,Curiosity,,Closed
WRI 155,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929163,12.0,12.0,0.0,Time'sMirror,,Closed
WRI 156,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929240,11.0,12.0,1.0,Time'sMirror,,
WRI 159,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929316,11.0,12.0,1.0,GrayMatter,,
WRI 160,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929392,12.0,12.0,0.0,GrayMatter,,Closed
WRI 161,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929467,12.0,12.0,0.0,SpeakingAmerican,,Closed
WRI 163,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929542,12.0,12.0,0.0,And the Rest IsDrag,,Closed
WRI 164,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929617,12.0,12.0,0.0,And the Rest IsDrag,,Closed
WRI 165,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929691,12.0,12.0,0.0,DisabilityJustice,,Closed
WRI 167,WRI,1244,23-24 Spr,2025-08-01T17:24:23.929766,12.0,12.0,0.0,PictureThis,,Closed
